"day","lag","rho","error","index"
2017-08-18,28,0.000194409549150117,84.009226920068,"homo"
2017-08-19,28,0.000195534437980146,84.5554984809231,"homo"
2017-08-20,28,0.000214148683146453,89.1145434651076,"homo"
2017-08-21,28,0.000192501104126381,96.5497272679392,"homo"
2017-08-22,28,0.000189090037128602,98.3324413780426,"homo"
2017-08-23,28,0.000193236724030051,97.6963862541289,"homo"
2017-08-24,28,0.000189060405795969,97.8746464895214,"homo"
2017-08-25,28,0.000178047491563403,102.697364511426,"homo"
2017-08-26,28,0.000191020364977894,93.8981964056416,"homo"
2017-08-27,28,0.000190951937558278,88.9809164319272,"homo"
2017-08-28,28,0.000190179708584659,85.1813486115701,"homo"
2017-08-29,28,0.000192515884561445,80.4523565679355,"homo"
2017-08-30,28,0.000119719639969677,81.9708692031344,"homo"
2017-08-31,28,0.000184143416733746,82.9687794990514,"homo"
2017-09-01,28,0.00018383604996822,85.0863822300845,"homo"
2017-09-02,28,0.000184063067812467,85.1742293887802,"homo"
2017-09-03,28,0.000117162017758815,82.9249953969908,"homo"
2017-09-04,28,0.000119489474684583,81.9458675037543,"homo"
2017-09-05,28,0.000117059006492988,87.5612588671622,"homo"
2017-09-06,28,0.000119819834121513,88.3417196913037,"homo"
2017-09-07,28,0.000120296321459031,87.5089674609958,"homo"
2017-09-08,28,0.000119875620908556,86.357585701561,"homo"
2017-08-18,28,4.99994334345421,685.79265314734,"power"
2017-08-19,28,4.99994329171223,688.246972509789,"power"
2017-08-20,28,4.99994468699055,711.045011559401,"power"
2017-08-21,28,4.9999442148934,777.896002065208,"power"
2017-08-22,28,4.99994387419543,788.039462445164,"power"
2017-08-23,28,4.99994449742066,786.032728854315,"power"
2017-08-24,28,4.99994406202879,795.717476689385,"power"
2017-08-25,28,4.99994204548224,825.078249230691,"power"
2017-08-26,28,4.99994296222377,750.690767406597,"power"
2017-08-27,28,4.9999428731466,716.201470317784,"power"
2017-08-28,28,4.99994309801808,692.663889253629,"power"
2017-08-29,28,4.99994258943224,653.134105347265,"power"
2017-08-30,28,4.99994252425155,667.847767602261,"power"
2017-08-31,28,4.99994148530061,671.179538458614,"power"
2017-09-01,28,4.99994123768723,680.475831073786,"power"
2017-09-02,28,4.99994130115383,682.320367379279,"power"
2017-09-03,28,4.99994146607213,667.085549083387,"power"
2017-09-04,28,4.99994230222922,663.753095491507,"power"
2017-09-05,28,4.99994190712817,701.32575296061,"power"
2017-09-06,28,4.99994317581694,710.964656475146,"power"
2017-09-07,28,4.9999434076941,705.590943269781,"power"
2017-09-08,28,4.99994345735251,698.815210510925,"power"
2017-08-18,28,0.402194227340529,72.1512887452815,"exp"
2017-08-19,28,0.403643588300837,72.2684044468944,"exp"
2017-08-20,28,0.410047697675295,74.7705281288153,"exp"
2017-08-21,28,0.403883959481646,82.3288354069855,"exp"
2017-08-22,28,0.403117194788529,83.8936620250461,"exp"
2017-08-23,28,0.404056460530163,83.3140463418834,"exp"
2017-08-24,28,0.403372875704535,83.3651355502654,"exp"
2017-08-25,28,0.40153434640236,86.8718289024137,"exp"
2017-08-26,28,0.406986664841023,78.5072042798574,"exp"
2017-08-27,28,0.406481330081627,74.3853166896939,"exp"
2017-08-28,28,0.404568465731141,71.6206205247262,"exp"
2017-08-29,28,0.40512012127488,67.5589682368173,"exp"
2017-08-30,28,0.399754958692651,69.0260439447548,"exp"
2017-08-31,28,0.402961879878023,68.9425398992173,"exp"
2017-09-01,28,0.401979522152462,71.2275991580473,"exp"
2017-09-02,28,0.401244410923718,71.6506827131924,"exp"
2017-09-03,28,0.39847437404535,69.6599976893596,"exp"
2017-09-04,28,0.398252082521123,69.4401075386743,"exp"
2017-09-05,28,0.397077594035335,74.0830747935464,"exp"
2017-09-06,28,0.39794443861683,75.0275821782258,"exp"
2017-09-07,28,0.397289552578193,74.6397030075423,"exp"
2017-09-08,28,0.396663854805141,73.7467691212298,"exp"
